Iteration #,Avg,Min
0,0.5569857026763951,0.30278884462151395
35,0.6042716487564606,0.0
73,0.6592152257417163,0.49274360746371804
116,0.7441477154093554,0.5927927927927928
197,0.755806560500703,0.31458966565349544
277,0.787519764843724,0.5969460617378886
346,0.8218154852756545,0.0
