Iteration #,Avg,Min,Target
0,0.07282810664172536,0.0,0.03641405332086268
9,0.09523581576189469,0.0,0.047617907880947344
12,0.10903537404554627,0.0,0.05451768702277313
13,0.11721788552019721,0.0,0.058608942760098606
15,0.18216568523316093,0.0,0.09108284261658046
18,0.24140162876056387,0.0,0.12070081438028193
