Iteration #,Avg,Min
0,0.034308057563166496,0.005687097289985782
1,0.07036942480656194,0.0
2,0.1980120173815596,0.0
3,0.7169112507449127,0.41006523765144454
4,0.7181486578312261,0.0
6,0.8958097468698993,0.7139802346413917
107,0.8978446394644871,0.7139802346413917
117,0.8985010118680027,0.7139802346413917
