Iteration #,Avg,Min
1,0.7030014193334557,0.41984006092916987
9,0.7074763661350612,0.42836744407425037
10,0.7731235558318874,0.47112462006079026
16,0.7868058524399486,0.5625
27,0.8416560538836592,0.6933333333333334
76,0.8481968671514647,0.7280808080808081
123,0.8669094489861804,0.7137506688068486
268,0.8687542597259608,0.7274763806369923
463,0.8790673866557922,0.7497371188222923
601,0.8814479824708907,0.773109243697479
