Iteration #,Avg,Min
0,0.05699326937328848,0.0
1,0.24159680357781968,0.0
2,0.5633770488277482,0.0
4,0.6934899603065715,0.0
6,0.7350066506204321,0.0
8,0.8185854396025463,0.0
14,0.8806258642430761,0.6975668959140033
23,0.8650454523368264,0.7336956521739131
58,0.8782458765824993,0.7221869040050858
71,0.8722559668980038,0.7494949494949495
73,0.8757648053898995,0.7494949494949495
81,0.8986788123603914,0.7386002427324742
