Iteration #,Avg,Min,Target
0,0.4490059364678075,0.0,0.22450296823390375
1,0.5896185734145921,0.0,0.29480928670729606
4,0.6913557823510128,0.5140625,0.6027091411755063
37,0.8735247522289494,0.6968889896299655,0.7852068709294575
