Iteration #,Avg,Min,Target
0,0.7540159460743588,0.5578512396694215,0.21302874258806526
4,0.8687568969929729,0.776163283767739,0.5181681035893235
7,0.8669649424295705,0.8059903381642513,0.5895472771065587
13,0.8727336123101341,0.8150996155190493,0.6038457977142779
