Iteration #,Avg,Min
0,0.7831264041963177,0.5625
7,0.7981048878691615,0.5904255319148937
47,0.8390691468191112,0.6358695652173914
81,0.846336346384413,0.6955380577427821
115,0.8608120460339451,0.7361693628919512
167,0.8700848772317901,0.7379679144385026
172,0.8712524253025069,0.7418181818181818
176,0.8789930014057108,0.7497371188222923
320,0.8801464069797215,0.7805270569301951
334,0.8833828550477154,0.773109243697479
