Iteration #,Avg,Min
5,0.03023909308063818,0.00435607451998911
7,0.8369236495662478,0.6933333333333334
34,0.8383019986602488,0.6358695652173914
46,0.8689927975895703,0.7379679144385026
220,0.8711776185972081,0.7418181818181818
234,0.8790673866557922,0.7497371188222923
412,0.8810497888872801,0.7558186601902449
451,0.886373628214082,0.7964323189926548
