Iteration #,Avg,Min,Target
4,0.734344435368836,0.23809523809523808,0.48621983673203706
12,0.816777309340998,0.5864541832669322,0.7016157463039652
22,0.8284835285462309,0.7047872340425532,0.766635381294392
29,0.8746542040828522,0.7537754432042022,0.8142148236435272
40,0.8791849701125607,0.7537754432042022,0.8164802066583814
