Iteration #,Avg,Min
8,0.5509110310204557,0.16956521739130434
30,0.7636570319766259,0.5135869565217391
32,0.8566224236678803,0.7137506688068486
86,0.8788760158840233,0.7616064848931466
621,0.8811296645514515,0.7497371188222923
