Iteration #,Avg,Min
0,0.1137072602896756,0.0
5,0.12067178390600583,0.0
15,0.22701833673773136,0.0
28,0.23237734862538284,0.0
42,0.4010413263839651,0.0
55,0.7578851115986717,0.6013779527559056
768,0.7628093991870659,0.5659955257270693
776,0.8578849368648147,0.6456521739130435
