Iteration #,Avg,Min,Avg_Min_Mean
0,0.010124619519650789,0.0,0.0050623097598253945
1,0.32077525838541554,0.0,0.16038762919270777
6,0.8764509490476964,0.7143434343434344,0.7953971916955653
12,0.876537775765657,0.7143434343434344,0.7954406050545457
15,0.8765760757182365,0.7143434343434344,0.7954597550308354
186,0.8842453135830789,0.7578454603247992,0.821045386953939
