Iteration #,Avg,Min
0,0.6550525333070416,0.0
2,0.7910813833072832,0.0
6,0.8260975699186716,0.0
7,0.8763766499649146,0.6456521739130435
15,0.8810612563228627,0.7064769749157619
23,0.8835424458889817,0.7523303025104363
81,0.8922183636699849,0.7632202508235566
