Iteration #,Avg,Min,Target
4,0.7102506346806872,0.43010752688172044,0.040893611682564446
38,0.7587123660279778,0.5217391304347826,0.15342677987463116
51,0.7636417735923895,0.5645645645645646,0.2179224780710951
106,0.8373721430246264,0.65,0.3108210313154566
183,0.8936954317384581,0.7523303025104363,0.4470273232161451
