Iteration #,Avg,Min
2,0.6010088978128112,0.22608695652173913
7,0.7010899813730986,0.41984006092916987
19,0.8369059280864718,0.6358695652173914
26,0.8376976576872321,0.6358695652173914
33,0.8702512544914365,0.7379679144385026
255,0.8802583144285169,0.7497371188222923
542,0.8811296645514515,0.7497371188222923
995,0.8821867940961112,0.7497371188222923
