Iteration #,Avg,Min
2,0.030206006024174482,0.00435607451998911
6,0.802011052794102,0.574468085106383
19,0.8104745586238489,0.5869565217391305
32,0.8680579525626337,0.7379679144385026
241,0.8713928889720096,0.7418181818181818
337,0.8802983993425861,0.7616064848931466
554,0.8808851767158593,0.7497371188222923
785,0.8845490088124743,0.7854545454545454
