Iteration #,Avg,Min,Target
3,0.8805034831637488,0.7537754432042022,0.46115064319162424
7,0.8749695211466649,0.7537754432042022,0.4662430839016556
9,0.8704988765330974,0.7537754432042022,0.4704890465577532
14,0.8768244215857358,0.7930174563591023,0.5454266122117145
19,0.870595383330801,0.7998756991920447,0.569303812919812
