Iteration #,Avg,Min
0,0.03565250735481068,0.0
1,0.16541679426477995,0.0
17,0.32542564053245226,0.0
26,0.7239246430319031,0.2660318015027084
70,0.8175591558394109,0.6854545454545454
563,0.8239830362607009,0.5898123324396782
