Iteration #,Avg,Min,Target
2,0.005062479417388654,0.0,0.002531239708694327
7,0.8672218389126277,0.6592308307347885,0.763226334823708
8,0.8655362387851421,0.7256866674525522,0.7956114531188472
25,0.8834284202423304,0.7323735275707051,0.8079009739065177
