Iteration #,Avg,Min,Target
4,0.0026098879392812994,0.0,0.0013049439696406497
18,0.0033932485751863215,0.0,0.0016966242875931607
25,0.0035621067678100575,0.0,0.0017810533839050288
29,0.009413581916327568,0.0,0.004706790958163784
52,0.032940279586877216,0.0,0.016470139793438608
56,0.0351850910493239,0.005711805555555556,0.020448448302439727
83,0.04208142473910416,0.0,0.02104071236955208
95,0.32461105828876735,0.0,0.16230552914438368
