Iteration #,Avg,Min,Target
21,0.7790986129533737,0.4740046838407494,0.07419856466110175
27,0.8564084006746565,0.7766860205448861,0.5341956918786506
138,0.8687226062366367,0.7838709677419354,0.5350037412523492
153,0.8557626561039164,0.7766860205448861,0.5350186563778404
170,0.863556965949216,0.7813267813267813,0.5356838142526787
175,0.8754957559954546,0.8049476688867745,0.5746128136657156
