Iteration #,Avg,Min,Target
0,0.11513685854525302,0.0,0.05756842927262651
2,0.5995942277078127,0.2234337637494022,0.4115139957286074
13,0.7274995806396245,0.40075436115040075,0.5641269708950126
14,0.7588414825600766,0.4160887656033287,0.5874651240817026
27,0.8464536211305436,0.7394957983193278,0.7929747097249357
34,0.8802538319396896,0.7199496538703587,0.8001017429050241
