Iteration #,Avg,Min,Target
3,0.8418070895513111,0.5365291541829915,0.6891681218671513
5,0.843476362499473,0.6262762762762762,0.7348763193878747
17,0.8663663166125228,0.7438915641162832,0.8051289403644031
23,0.8758933276621181,0.7365710080941869,0.8062321678781526
180,0.8774368145366814,0.784070996551919,0.8307539055443003
