Iteration #,Avg,Min,Target
0,0.7729288226985754,0.6109773712084737,0.28952117539398714
12,0.8235888257212943,0.6565141929343262,0.331303869839864
31,0.7592944179689253,0.6307884856070087,0.33656421072248943
130,0.8788377218554502,0.7499051233396584,0.4552995655608439
137,0.8368446751847204,0.7384960718294051,0.4740645646397599
